CNAE;Ano;Quantidade total
Corretores e agentes de seguros, de planos de previdência complementar e de saúde;2011;264
Criação de animais de estimação;2011;9
Criação de asininos e muares;2011;1
Criação de aves, exceto galináceos;2011;4
Criação de bovinos para corte;2011;36
Criação de bovinos para leite;2011;23
Criação de bovinos, exceto para corte e leite;2011;3
Criação de eqüinos;2011;12
Criação de estandes para feiras e exposições;2011;1
Criação de frangos para corte;2011;4
Criação de outros animais não especificados anteriormente;2011;4
Criação de outros galináceos, exceto para corte;2011;1
Criação de ovinos, inclusive para produção de lã;2011;2
Criação de peixes em água doce;2011;5
Criação de peixes ornamentais em água doce;2011;2
Criação de suínos;2011;1
Cultivo de banana;2011;4
Cultivo de cana-de-açúcar;2011;1
Cultivo de eucalipto;2011;39
Cultivo de flores e plantas ornamentais;2011;60
Cultivo de frutas de lavoura permanente não especificadas anteriormente;2011;5
Cultivo de laranja;2011;2
Cultivo de mandioca;2011;2
Cultivo de milho;2011;9
Cultivo de morango;2011;5
Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente;2011;1
Cultivo de outras plantas de lavoura permanente não especificadas anteriormente;2011;1
Cultivo de outras plantas de lavoura temporária não especificadas anteriormente;2011;7
Cultivo de pêssego;2011;3
Cultivo de pinus;2011;1
Cultivo de tomate rasteiro;2011;1
Cultivo de uva;2011;2
Cursos de pilotagem;2011;2
Cursos preparatórios para concursos;2011;17
Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal;2011;10
Demolição de edifícios e outras estruturas;2011;8
Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;2011;9
Descontaminação e outros serviços de gestão de resíduos;2011;1
Desenvolvimento de programas de computador sob encomenda;2011;151
Desenvolvimento e licenciamento de programas de computador customizáveis;2011;21
Desenvolvimento e licenciamento de programas de computador não-customizáveis;2011;30
Design de interiores;2011;7
Discotecas, danceterias, salões de dança e similares;2011;5
Distribuição cinematográfica, de vídeo e de programas de televisão;2011;1
Distribuição de água por caminhões;2011;15
Edição de cadastros, listas e outros produtos gráficos;2011;30
Edição de jornais diários;2011;39
Edição de livros;2011;39
Edição de revistas;2011;48
Edição integrada à impressão de cadastros, listas e outros produtos gráficos;2011;42
Edição integrada à impressão de jornais diários;2011;2
Edição integrada à impressão de livros;2011;9
Educação infantil - creche;2011;38
Educação infantil - pré-escola;2011;186
Educação profissional de nível técnico;2011;14
Educação superior - graduação e pós-graduação;2011;1
Educação superior - graduação;2011;4
Educação superior - pós-graduação e extensão;2011;1
Emissão de vales-alimentação, vales-transporte e similares;2011;2
Ensino de arte e cultura não especificado anteriormente;2011;30
Ensino de artes cênicas, exceto dança;2011;2
Ensino de dança;2011;8
Ensino de esportes;2011;20
Ensino de idiomas;2011;99
Ensino de música;2011;45
Ensino fundamental;2011;107
Ensino médio;2011;23
Envasamento e empacotamento sob contrato;2011;18
Estacionamento de veículos;2011;182
Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário;2011;43
Estúdios cinematográficos;2011;2
Exploração de jogos de sinuca, bilhar e similares;2011;1
Exploração de jogos eletrônicos recreativos;2011;29
Extração de areia, cascalho ou pedregulho e beneficiamento associado;2011;4
Extração de argila e beneficiamento associado;2011;1
Extração de madeira em florestas plantadas;2011;8
Extração de minerais radioativos;2011;1
Extração de outros minerais não-metálicos não especificados anteriormente;2011;3
Extração e britamento de pedras e outros materiais para construção e beneficiamento associado;2011;9
Fabricação de abrasivos;2011;3
Fabricação de absorventes higiênicos;2011;2
Fabricação de acessórios do vestuário, exceto para segurança e proteção;2011;16
Fabricação de adesivos e selantes;2011;6
Fabricação de aditivos de uso industrial;2011;19
Fabricação de adubos e fertilizantes, exceto organo-minerais;2011;4
Fabricação de aeronaves;2011;1
Fabricação de aguardente de cana-de-açúcar;2011;1
Fabricação de águas envasadas;2011;3
Fabricação de alimentos e pratos prontos;2011;20
Fabricação de alimentos para animais;2011;2
Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;2011;13
Fabricação de aparelhos e equipamentos de medida, teste e controle;2011;14
Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;2011;18
Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda;2011;2
Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios;2011;1
Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios;2011;2
Fabricação de armas de fogo, outras armas e munições;2011;1
Fabricação de artefatos de borracha não especificados anteriormente;2011;63
Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos;2011;18
Fabricação de artefatos de cimento para uso na construção;2011;73
Fabricação de artefatos de cordoaria;2011;4
Fabricação de artefatos de couro não especificados anteriormente;2011;17
Fabricação de artefatos de fibrocimento para uso na construção;2011;1
Fabricação de artefatos de joalheria e ourivesaria;2011;6
Fabricação de artefatos de material plástico para outros usos não especificados anteriormente;2011;133
Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios;2011;4
Fabricação de artefatos de material plástico para uso pessoal e doméstico;2011;56
Fabricação de artefatos de material plástico para usos industriais;2011;48
Fabricação de artefatos de tanoaria e de embalagens de madeira;2011;13
Fabricação de artefatos de tapeçaria;2011;49
Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis;2011;7
Fabricação de artefatos diversos de madeira, exceto móveis;2011;50
Fabricação de artefatos para pesca e esporte;2011;5
Fabricação de artefatos têxteis para uso doméstico;2011;29
Fabricação de artigos de cutelaria;2011;3
Fabricação de artigos de metal para uso doméstico e pessoal;2011;29
Fabricação de artigos de serralheria, exceto esquadrias;2011;174
Fabricação de artigos de vidro;2011;18
Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias;2011;13
Fabricação de artigos ópticos;2011;3
Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material;2011;27
Fabricação de artigos pirotécnicos;2011;2
Fabricação de azulejos e pisos;2011;1
Fabricação de bancos e estofados para veículos automotores;2011;1
Fabricação de baterias e acumuladores para veículos automotores;2011;1
Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios;2011;5
Fabricação de bijuterias e artefatos semelhantes;2011;43
Fabricação de biscoitos e bolachas;2011;8
Fabricação de cabines, carrocerias e reboques para caminhões;2011;32
Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus;2011;7
Fabricação de cal e gesso;2011;1
Fabricação de calçados de couro;2011;18
Fabricação de calçados de materiais não especificados anteriormente;2011;13
Fabricação de calçados de material sintético;2011;1
Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos;2011;3
Fabricação de canetas, lápis e outros artigos para escritório;2011;5
Fabricação de casas de madeira pré-fabricadas;2011;1
Fabricação de chapas e de embalagens de papelão ondulado;2011;30
Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia;2011;1
Fabricação de cimento;2011;1
Fabricação de colchões;2011;5
Fabricação de componentes eletrônicos;2011;30
Fabricação de compressores para uso industrial, peças e acessórios;2011;2
Fabricação de conservas de frutas;2011;2
Fabricação de conservas de legumes e outros vegetais, exceto palmito;2011;11
Fabricação de conservas de palmito;2011;1
Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;2011;43
Fabricação de cronômetros e relógios;2011;1
Fabricação de desinfestantes domissanitários;2011;4
Fabricação de elastômeros;2011;2
Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores;2011;3
Fabricação de embalagens de cartolina e papel-cartão;2011;11
Fabricação de embalagens de material plástico;2011;119
Fabricação de embalagens de papel;2011;27
Fabricação de embalagens de vidro;2011;1
Fabricação de embalagens metálicas;2011;16
Fabricação de equipamentos de informática;2011;1
Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos;2011;4
Fabricação de equipamentos de transporte não especificados anteriormente;2011;7
Fabricação de equipamentos e acessórios para segurança pessoal e profissional;2011;11
Fabricação de equipamentos e instrumentos ópticos, peças e acessórios;2011;2
Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas;2011;6
Fabricação de equipamentos para sinalização e alarme;2011;4
Fabricação de equipamentos transmissores de comunicação, peças e acessórios;2011;3
Fabricação de escovas, pincéis e vassouras;2011;7
Fabricação de especiarias, molhos, temperos e condimentos;2011;11
Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais;2011;8
Fabricação de esquadrias de metal;2011;93
Fabricação de estruturas metálicas;2011;20
Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;2011;17
Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios;2011;2
Fabricação de farinha de milho e derivados, exceto óleos de milho;2011;3
Fabricação de ferramentas;2011;44
Fabricação de fibras artificiais e sintéticas;2011;3
Fabricação de fios, cabos e condutores elétricos isolados;2011;18
Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios;2011;3
